Organization_A,Organization_B,Initiative_A,Initiative_B,Similarity_Score,Cluster_A,Cluster_B,Same_Cluster
Andre REBENTISCH,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4772882,2,2,True
EUPHA European Public Health Association,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47698623,3,3,True
Andre REBENTISCH,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47696543,2,2,True
David Van Geert,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47670156,2,2,True
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47653437,3,3,True
Anonymous,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47652903,1,2,False
CHEM Trust,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47593617,3,2,False
Sanja Terlevic,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47568533,2,2,True
Ivana Nemčicová,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47548053,0,1,False
ECOLAB,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47544944,2,2,True
F Hanna Campbell,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47536588,3,3,True
EUPHA European Public Health Association,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47495115,3,2,False
Anonymous_3,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4747146,2,2,True
Kieran DALTON,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47408342,2,3,False
Nicolas Overloop,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4739691,2,1,False
Adrien Cadiot EI,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47377896,1,3,False
AMALIA MARIA KOUTSOGIANNI,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4736541,1,2,False
Anonymous,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47343493,1,3,False
Bankenverband,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47330427,3,2,False
David Van Geert,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47326154,2,3,False
CHEM Trust,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4732383,3,3,True
GROUPE VYV,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4731511,3,3,True
Adrien Cadiot EI,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47312075,1,3,False
Davy Anthonissen,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4730808,2,2,True
NA,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4728039,1,3,False
Adrien Cadiot EI,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47238868,1,2,False
ECOLAB,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47217998,2,3,False
EUPHA European Public Health Association,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47159314,3,2,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.471549,3,3,True
CHEM Trust,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47153962,3,0,False
EUPHA European Public Health Association,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47140825,3,1,False
Agroecology Europe,ECOLAB,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47131044,3,2,False
Association internationale Futuribles,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47081217,3,3,True
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47072417,1,2,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.47029394,1,3,False
GROUPE VYV,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4700098,3,1,False
Agroecology Europe,Andre REBENTISCH,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4697539,3,2,False
Kevin Bradley,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46883798,2,1,False
EUPHA European Public Health Association,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46788734,3,4,False
F Hanna Campbell,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46777216,3,2,False
Agroecology Europe,ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46720827,3,3,True
EuroStack Project,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46702394,3,2,False
Nicolas Overloop,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4669147,2,3,False
GROUPE VYV,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4668478,3,1,False
Kevin Bradley,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46654952,2,3,False
Kevin Bradley,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4665169,2,2,True
Anonymous_3,Anonymous_5,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46631572,2,2,True
EuroStack Project,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46613163,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46571276,3,3,True
Ministry of the Economy Luxembourg,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4657042,3,3,True
Adrien Cadiot EI,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46541435,1,2,False
Davy Anthonissen,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46525782,2,3,False
Instituto Nacional de Administração IP Portugal,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4651688,3,3,True
Anonymous_9,Association internationale Futuribles,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46461493,4,3,False
F Hanna Campbell,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46461374,3,3,True
Adrien Cadiot EI,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4645674,1,3,False
Nicolas Overloop,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46446842,2,3,False
Philea,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46414423,3,2,False
Davy Anthonissen,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46409824,2,1,False
Xylem,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46409506,2,1,False
AMALIA MARIA KOUTSOGIANNI,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46373647,1,2,False
Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4637222,1,3,False
Maastricht School of Management,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46341205,2,3,False
Nicolas Overloop_1,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4627018,2,3,False
EuroStack Project,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46254754,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4624889,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4621236,3,3,True
GROUPE VYV,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4618919,3,3,True
Andre REBENTISCH,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46165258,2,3,False
Instituto Nacional de Administração IP Portugal,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46144518,3,0,False
University of Bergen,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46108845,2,2,True
Instituto Nacional de Administração IP Portugal,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46100938,3,2,False
Anonymous,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.46036118,1,3,False
Agroecology Europe,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4594538,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4592764,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45913023,3,3,True
Anonymous_5,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4589414,2,3,False
David Van Geert,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4588728,2,2,True
Anonymous_11,Antonio Mincarini,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4583402,4,4,True
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45820898,3,0,False
Adrien Cadiot EI,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4580414,1,1,True
SUEZ,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45803496,2,1,False
Anonymous_8,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4579333,0,0,True
David Van Geert,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45766225,2,3,False
Andre REBENTISCH,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4573881,2,5,False
Anonymous,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45735523,1,0,False
Association internationale Futuribles,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45716423,3,3,True
Anonymous_3,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4569443,2,2,True
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4560057,3,2,False
Sanja Terlevic,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45581868,2,2,True
Anonymous_5,bert hubert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4557992,2,2,True
Simon Önnered,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45568475,3,3,True
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45533216,1,4,False
Anonymous_3,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45503074,2,2,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4549646,3,3,True
Anonymous_9,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45482653,4,3,False
Instituto Nacional de Administração IP Portugal,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45438462,3,2,False
F Hanna Campbell,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45417073,3,4,False
Maria Lindqvist,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45387018,2,1,False
GROUPE VYV,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4535511,3,2,False
Ivana Nemčicová,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45332155,0,2,False
Davy Anthonissen,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45328733,2,1,False
Anonymous_5,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45243898,2,1,False
Anonymous_4,Association internationale Futuribles,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4522435,4,3,False
EUPHA European Public Health Association,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4518339,3,3,True
SUEZ,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45152524,2,3,False
Adrien Cadiot EI,ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4513374,1,3,False
Andre REBENTISCH,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45128718,2,2,True
David Van Geert,Egmont - Royal Institute for International Relations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4509083,2,3,False
Kevin Bradley,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45043027,2,2,True
AMALIA MARIA KOUTSOGIANNI,ECOLAB,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4503761,1,2,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.45033205,3,3,True
Sanja Terlevic,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44995314,2,3,False
Anonymous_5,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44934878,2,2,True
Anonymous_9,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44933248,4,0,False
Instituto Nacional de Administração IP Portugal,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44897386,3,3,True
CHEM Trust,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44886717,3,1,False
AMALIA MARIA KOUTSOGIANNI,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44736293,1,1,True
Ministry of the Economy Luxembourg,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44731253,3,3,True
Maria Lindqvist,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4473,2,2,True
ECOLAB,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44703096,2,1,False
Anonymous_9,ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.4468817,4,3,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44663134,3,1,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.44661903,3,3,True
